"","GEOID","NAME","variable","estimate","moe","label","concept"
"2374","46021","Campbell County, South Dakota","S1903_C03_001",65000,9582,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2375","46023","Charles Mix County, South Dakota","S1903_C03_001",64850,4935,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2376","46025","Clark County, South Dakota","S1903_C03_001",62885,6646,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2377","46027","Clay County, South Dakota","S1903_C03_001",58794,5550,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2378","46029","Codington County, South Dakota","S1903_C03_001",65080,5327,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2379","46031","Corson County, South Dakota","S1903_C03_001",43750,23449,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2380","46033","Custer County, South Dakota","S1903_C03_001",81958,4212,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2381","46035","Davison County, South Dakota","S1903_C03_001",61401,5216,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2382","46037","Day County, South Dakota","S1903_C03_001",62270,8002,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2383","46039","Deuel County, South Dakota","S1903_C03_001",79556,6776,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2384","46041","Dewey County, South Dakota","S1903_C03_001",57928,4566,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2385","46043","Douglas County, South Dakota","S1903_C03_001",78125,8097,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2386","46045","Edmunds County, South Dakota","S1903_C03_001",77266,8912,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2387","46047","Fall River County, South Dakota","S1903_C03_001",61056,6745,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2388","46049","Faulk County, South Dakota","S1903_C03_001",58000,12424,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2389","46051","Grant County, South Dakota","S1903_C03_001",73818,5969,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2390","46053","Gregory County, South Dakota","S1903_C03_001",52432,7045,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2391","46055","Haakon County, South Dakota","S1903_C03_001",59231,10410,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2392","46057","Hamlin County, South Dakota","S1903_C03_001",83194,4451,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2393","46059","Hand County, South Dakota","S1903_C03_001",72054,7130,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2394","46061","Hanson County, South Dakota","S1903_C03_001",86375,9664,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2395","46063","Harding County, South Dakota","S1903_C03_001",74766,10221,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2396","46065","Hughes County, South Dakota","S1903_C03_001",78981,6010,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2397","46067","Hutchinson County, South Dakota","S1903_C03_001",74459,6805,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2398","46069","Hyde County, South Dakota","S1903_C03_001",74279,19209,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2399","46071","Jackson County, South Dakota","S1903_C03_001",26686,16608,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2400","46073","Jerauld County, South Dakota","S1903_C03_001",75417,17352,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2401","46075","Jones County, South Dakota","S1903_C03_001",64688,12036,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2402","46077","Kingsbury County, South Dakota","S1903_C03_001",70221,8941,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2403","46079","Lake County, South Dakota","S1903_C03_001",73792,7113,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2404","46081","Lawrence County, South Dakota","S1903_C03_001",66766,5800,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2405","46083","Lincoln County, South Dakota","S1903_C03_001",96552,2245,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2406","46085","Lyman County, South Dakota","S1903_C03_001",61169,4374,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2407","46087","McCook County, South Dakota","S1903_C03_001",80847,3746,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2408","46089","McPherson County, South Dakota","S1903_C03_001",62024,5163,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2409","46091","Marshall County, South Dakota","S1903_C03_001",72500,13231,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2410","46093","Meade County, South Dakota","S1903_C03_001",74161,8730,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2411","46095","Mellette County, South Dakota","S1903_C03_001",51364,7729,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2412","46097","Miner County, South Dakota","S1903_C03_001",72589,5463,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2413","46099","Minnehaha County, South Dakota","S1903_C03_001",76074,2323,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2414","46101","Moody County, South Dakota","S1903_C03_001",77500,6981,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2415","46102","Oglala Lakota County, South Dakota","S1903_C03_001",34769,11436,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2416","46103","Pennington County, South Dakota","S1903_C03_001",70768,2235,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2417","46105","Perkins County, South Dakota","S1903_C03_001",65455,8206,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2418","46107","Potter County, South Dakota","S1903_C03_001",71726,15190,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2419","46109","Roberts County, South Dakota","S1903_C03_001",63691,3611,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2420","46111","Sanborn County, South Dakota","S1903_C03_001",69870,5981,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2421","46115","Spink County, South Dakota","S1903_C03_001",73011,8374,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2422","46117","Stanley County, South Dakota","S1903_C03_001",77000,16839,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2423","46119","Sully County, South Dakota","S1903_C03_001",70250,4500,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2424","46121","Todd County, South Dakota","S1903_C03_001",39148,2593,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2425","46123","Tripp County, South Dakota","S1903_C03_001",58854,11792,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2426","46125","Turner County, South Dakota","S1903_C03_001",75283,2596,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2427","46127","Union County, South Dakota","S1903_C03_001",84137,6432,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2428","46129","Walworth County, South Dakota","S1903_C03_001",62722,5041,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2429","46135","Yankton County, South Dakota","S1903_C03_001",73855,6118,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2430","46137","Ziebach County, South Dakota","S1903_C03_001",47333,6889,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2431","47001","Anderson County, Tennessee","S1903_C03_001",63171,2466,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2432","47003","Bedford County, Tennessee","S1903_C03_001",62197,3116,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2433","47005","Benton County, Tennessee","S1903_C03_001",50435,7378,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2434","47007","Bledsoe County, Tennessee","S1903_C03_001",49655,5962,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2435","47009","Blount County, Tennessee","S1903_C03_001",74607,2128,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2436","47011","Bradley County, Tennessee","S1903_C03_001",63789,2104,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2437","47013","Campbell County, Tennessee","S1903_C03_001",50260,4099,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2438","47015","Cannon County, Tennessee","S1903_C03_001",58092,4793,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2439","47017","Carroll County, Tennessee","S1903_C03_001",50391,2292,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2440","47019","Carter County, Tennessee","S1903_C03_001",48435,3352,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2441","47021","Cheatham County, Tennessee","S1903_C03_001",82015,5079,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2442","47023","Chester County, Tennessee","S1903_C03_001",60543,7241,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2443","47025","Claiborne County, Tennessee","S1903_C03_001",46587,2995,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2444","47027","Clay County, Tennessee","S1903_C03_001",44712,8661,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2445","47029","Cocke County, Tennessee","S1903_C03_001",48416,3183,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2446","47031","Coffee County, Tennessee","S1903_C03_001",60656,2968,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2447","47033","Crockett County, Tennessee","S1903_C03_001",59049,5027,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2448","47035","Cumberland County, Tennessee","S1903_C03_001",58475,2539,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2449","47037","Davidson County, Tennessee","S1903_C03_001",75664,1036,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2450","47039","Decatur County, Tennessee","S1903_C03_001",46190,5885,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2451","47041","DeKalb County, Tennessee","S1903_C03_001",48484,4691,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2452","47043","Dickson County, Tennessee","S1903_C03_001",73223,3577,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2453","47045","Dyer County, Tennessee","S1903_C03_001",54973,2303,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2454","47047","Fayette County, Tennessee","S1903_C03_001",84764,5080,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2455","47049","Fentress County, Tennessee","S1903_C03_001",50865,4241,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2456","47051","Franklin County, Tennessee","S1903_C03_001",61553,3725,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2457","47053","Gibson County, Tennessee","S1903_C03_001",59009,3111,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2458","47055","Giles County, Tennessee","S1903_C03_001",61476,4124,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2459","47057","Grainger County, Tennessee","S1903_C03_001",51351,3676,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2460","47059","Greene County, Tennessee","S1903_C03_001",54071,3235,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2461","47061","Grundy County, Tennessee","S1903_C03_001",45573,6540,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2462","47063","Hamblen County, Tennessee","S1903_C03_001",52794,3886,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2463","47065","Hamilton County, Tennessee","S1903_C03_001",72568,1935,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2464","47067","Hancock County, Tennessee","S1903_C03_001",31995,4201,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2465","47069","Hardeman County, Tennessee","S1903_C03_001",46173,3168,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2466","47071","Hardin County, Tennessee","S1903_C03_001",49149,3567,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2467","47073","Hawkins County, Tennessee","S1903_C03_001",55278,2784,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2468","47075","Haywood County, Tennessee","S1903_C03_001",43513,3321,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2469","47077","Henderson County, Tennessee","S1903_C03_001",53471,3028,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2470","47079","Henry County, Tennessee","S1903_C03_001",48540,2778,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"2471","47081","Hickman County, Tennessee","S1903_C03_001",57223,2733,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
